====================
Attribute Shard
====================
item_name: Attribute Shard                    |price: 650000.0                           |uuid: 7632d98432c34660b7021f2f27d05137   |attributes_found: [('Lifeline', 'I', 1)]             |
item_name: Aurora Boots                       |price: 10000000.0                         |uuid: 9f1dbea4f3bf4daca9286a29ff5a1b62   |attributes_found: [('Mana Pool', 'I', 1)]            |
item_name: Magma Lord Boots                   |price: 11000000.0                         |uuid: 34e81a5612b04c4e830b19fee73bde35   |attributes_found: [('Mana Pool', 'I', 1)]            |
item_name: Magma Lord Boots                   |price: 11000000.0                         |uuid: 7a9673df9cac4b08959b43548b8d6d49   |attributes_found: [('Mana Pool', 'I', 1)]            |
item_name: Aurora Boots                       |price: 13500000.0                         |uuid: 21dbe193c5e84d6b94ed126f58de2993   |attributes_found: [('Mana Pool', 'II', 2)]           |
item_name: Aurora Boots                       |price: 13800000.0                         |uuid: 5f002b345a9a44b2b7debe2ad32f5e41   |attributes_found: [('Mana Pool', 'I', 1)]            |
item_name: Terror Boots                       |price: 15000000.0                         |uuid: 079317b0a4ba4f5f9cb76e0f689c43e9   |attributes_found: [('Mana Pool', 'IV', 4)]           |
item_name: Aurora Boots                       |price: 15000000.0                         |uuid: 70efe73a55aa4182aa860a7bb2138d09   |attributes_found: [('Mana Pool', 'II', 2)]           |
item_name: Magma Lord Boots                   |price: 15500000.0                         |uuid: 35c5d5ec83a7462ca336e0004d3aa879   |attributes_found: [('Mana Pool', 'I', 1)]            |
item_name: Fierce Magma Lord Boots            |price: 17000000.0                         |uuid: e5f01407c5d14c43a98f00c2b6c7f4cb   |attributes_found: [('Mana Pool', 'I', 1)]            |
item_name: Aurora Boots                       |price: 18000000.0                         |uuid: 375accc84f094209a5640ef8f1321377   |attributes_found: [('Mana Pool', 'V', 5)]            |
item_name: Aurora Boots                       |price: 18125000.0                         |uuid: f1ac75bfee244aa8a577657164118c6c   |attributes_found: [('Mana Pool', 'V', 5)]            |
item_name: Aurora Boots                       |price: 21000000.0                         |uuid: 583bdf918eca4f0db2e6269cbbac8be3   |attributes_found: [('Mana Pool', 'II', 2)]           |
item_name: Magma Lord Boots                   |price: 23000000.0                         |uuid: 6acf305d318c41fba338594dcc879f7f   |attributes_found: [('Mana Pool', 'I', 1)]            |
item_name: Magma Lord Boots                   |price: 24800000.0                         |uuid: 9f3414c2230f4d8cac3e5c7a10de3fd2   |attributes_found: [('Mana Pool', 'I', 1)]            |
item_name: Magma Lord Boots                   |price: 25000000.0                         |uuid: ab6c39ea5eba4f83865a0ad2f3cb0fd2   |attributes_found: [('Mana Pool', 'I', 1)]            |
item_name: Magma Lord Boots                   |price: 25000000.0                         |uuid: f3927baf52f14f36b37a5abb1b044c02   |attributes_found: [('Mana Pool', 'I', 1)]            |
item_name: Submerged Magma Lord Boots         |price: 28699000.0                         |uuid: 6b7da6e29c3b4ba696d037959a2711ca   |attributes_found: [('Mana Pool', 'I', 1)]            |
item_name: Aurora Boots                       |price: 35000000.0                         |uuid: 06d00b6870614239a33b349699e958bd   |attributes_found: [('Mana Pool', 'IV', 4)]           |
item_name: Magma Lord Boots                   |price: 54000000.0                         |uuid: 4eb9525b769f4c34a2ea695343f79908   |attributes_found: [('Mana Pool', 'I', 1)]            |
item_name: Magma Lord Boots                   |price: 54900000.0                         |uuid: b2c2d0ddeb264615a3afb464fe5cfb1d   |attributes_found: [('Mana Pool', 'I', 1)]            |
item_name: Magma Lord Boots                   |price: 59000000.0                         |uuid: f06545fa21fb412b883ff023d19e15a7   |attributes_found: [('Mana Pool', 'I', 1)]            |
item_name: Magma Lord Boots                   |price: 59999900.0                         |uuid: 1eaf3ab235254a11a750959d46f1295c   |attributes_found: [('Mana Pool', 'I', 1)]            |
item_name: Aurora Boots                       |price: 62500000.0                         |uuid: 42340f87a0fb4df298a6a98651411a11   |attributes_found: [('Mana Pool', 'III', 3)]          |
item_name: Magma Lord Boots                   |price: 64000000.0                         |uuid: 3e5b5dc272a1404d921773f68c7f0998   |attributes_found: [('Mana Pool', 'I', 1)]            |
item_name: Magma Lord Boots                   |price: 69000000.0                         |uuid: f785f1401cc74671867ad6ffcfa3d696   |attributes_found: [('Mana Pool', 'I', 1)]            |
item_name: Magma Lord Boots                   |price: 69420696.0                         |uuid: f1b0817bcc1246a4851dd633a10069aa   |attributes_found: [('Mana Pool', 'I', 1)]            |
item_name: Magma Lord Boots                   |price: 102500000.0                        |uuid: 80b4c364338b4a8286183e2ac74e82c2   |attributes_found: [('Mana Pool', 'I', 1)]            |
item_name: Magma Lord Boots                   |price: 108998999.0                        |uuid: f8fda7d71abd44beabc50a4c0d6d601b   |attributes_found: [('Mana Pool', 'I', 1)]            |
item_name: Magma Lord Boots                   |price: 113999999.0                        |uuid: 602c2c30e65f4a7c8f3624fe9cc68486   |attributes_found: [('Mana Pool', 'I', 1)]            |
item_name: Magma Lord Boots                   |price: 113999999.0                        |uuid: fdd4e19e1ff14710bc3cc82ed482cd82   |attributes_found: [('Mana Pool', 'I', 1)]            |
item_name: Magma Lord Boots                   |price: 114999999.0                        |uuid: 62fc72c2531f4869a3749bdee3840318   |attributes_found: [('Mana Pool', 'I', 1)]            |
item_name: Aurora Boots                       |price: 125000000.0                        |uuid: d2368626020e44c0b2443631d33e417c   |attributes_found: [('Mana Pool', 'II', 2)]           |
item_name: ✿ Submerged Magma Lord Boots       |price: 139000000.0                        |uuid: 335f78a3a431464c8c5f091c43ab0d51   |attributes_found: [('Mana Pool', 'I', 1)]            |
item_name: Aurora Boots                       |price: 142500000.0                        |uuid: 14a8c06610de4fb29fe94efa77c2b4de   |attributes_found: [('Mana Pool', 'II', 2)]           |
item_name: Aurora Boots                       |price: 145000000.0                        |uuid: 3a169151e716458f954adc13ded927c6   |attributes_found: [('Mana Pool', 'II', 2)]           |
item_name: Aurora Boots                       |price: 268000000.0                        |uuid: f01bba7cf70c4b6386c7d47ffbe7c69a   |attributes_found: [('Mana Pool', 'I', 1)]            |
====================
Chestplate
====================
item_name: Hollow Chestplate                    |price: 130000.0                             |uuid: 5f93e76a98d64753b2cbebf4b9d47063     |attributes_found: [('Mana Regeneration', 'I', 1)]      |
item_name: Terror Chestplate                    |price: 259375.0                             |uuid: 4079af7266fd44939e81c1a6285ae0bc     |attributes_found: [('Mana Regeneration', 'VI', 6)]     |
item_name: Terror Chestplate                    |price: 275000.0                             |uuid: f62a4d0343d54cc7aa0c0646e6f302fe     |attributes_found: [('Mana Regeneration', 'V', 5)]      |
item_name: Aurora Chestplate                    |price: 281249.9375                          |uuid: 4d754235be4847c5a09310c70e02538d     |attributes_found: [('Mana Regeneration', 'V', 5)]      |
item_name: Terror Chestplate                    |price: 281250.0                             |uuid: b30a837f08ca4bada1968056fa4d3c1e     |attributes_found: [('Mana Regeneration', 'V', 5)]      |
item_name: Aurora Chestplate                    |price: 281250.0                             |uuid: b72a731ac91543b59f4eeb1f4f701d8d     |attributes_found: [('Mana Regeneration', 'V', 5)]      |
item_name: Crimson Chestplate                   |price: 281250.0                             |uuid: 7bb224775ac346a48854fdfed7396b8b     |attributes_found: [('Mana Regeneration', 'V', 5)]      |
item_name: Aurora Chestplate                    |price: 281250.0                             |uuid: 53d0f29a298c4bdfb1840dd9b9026af5     |attributes_found: [('Mana Regeneration', 'V', 5)]      |
item_name: Crimson Chestplate                   |price: 281250.0                             |uuid: 88aa198704fe4c15997b508592685662     |attributes_found: [('Mana Regeneration', 'V', 5)]      |
item_name: Aurora Chestplate                    |price: 281250.0                             |uuid: ceb948fc6a6241c58cd29fed3b23a5c0     |attributes_found: [('Mana Regeneration', 'V', 5)]      |
item_name: Aurora Chestplate                    |price: 300000.0                             |uuid: 8abe738e66da4b0eb0b696f07432ebaa     |attributes_found: [('Mana Regeneration', 'III', 3)]    |
item_name: Crimson Chestplate                   |price: 306250.0                             |uuid: 324bcdec3c24439b90630d8300189882     |attributes_found: [('Mana Regeneration', 'V', 5)]      |
item_name: Aurora Chestplate                    |price: 312500.0                             |uuid: 86e7daeb72d346d299895a56cb32defc     |attributes_found: [('Mana Regeneration', 'V', 5)]      |
item_name: Crimson Chestplate                   |price: 312500.0                             |uuid: 565d3d25e6084392831c551ab1ee7758     |attributes_found: [('Mana Regeneration', 'V', 5)]      |
item_name: Aurora Chestplate                    |price: 324997.5                             |uuid: 06e0e60fec124f069751a38ad8e0d71e     |attributes_found: [('Mana Regeneration', 'III', 3)]    |
item_name: Aurora Chestplate                    |price: 325000.0                             |uuid: 1f658a7b489d4a8688732fac247f6bbe     |attributes_found: [('Mana Regeneration', 'III', 3)]    |
item_name: Terror Chestplate                    |price: 335000.0                             |uuid: d138a7f7c27c481ea79dbe079515f2af     |attributes_found: [('Mana Regeneration', 'II', 2)]     |
item_name: Aurora Chestplate                    |price: 343750.0                             |uuid: 891ee56507fd4a05aac972ec15f9c6de     |attributes_found: [('Mana Regeneration', 'V', 5)]      |
item_name: Terror Chestplate                    |price: 349717.5                             |uuid: bb65b0ebe1ea406c82a8a8eb8202d5ed     |attributes_found: [('Mana Regeneration', 'III', 3)]    |
item_name: Fervor Chestplate                    |price: 350000.0                             |uuid: 74cbdf6495e24bb0b25b1b1528fb9788     |attributes_found: [('Mana Regeneration', 'IV', 4)]     |
item_name: Hollow Chestplate                    |price: 350000.0                             |uuid: 8a5bb19183d94baaad3c77027e0ae47a     |attributes_found: [('Mana Regeneration', 'II', 2)]     |
item_name: Fervor Chestplate                    |price: 353125.0                             |uuid: 356e9d09820a481282a0f0b31e045741     |attributes_found: [('Mana Regeneration', 'V', 5)]      |
item_name: Fervor Chestplate                    |price: 353125.0                             |uuid: 382d7df149d74e61b84a253b67840966     |attributes_found: [('Mana Regeneration', 'V', 5)]      |
item_name: Aurora Chestplate                    |price: 353125.0                             |uuid: 21337cf75b414f4399aa005225550f8f     |attributes_found: [('Mana Regeneration', 'V', 5)]      |
item_name: Fervor Chestplate                    |price: 353125.0                             |uuid: 3dcdaf815f5d4f99b9fedd50a5704835     |attributes_found: [('Mana Regeneration', 'V', 5)]      |
item_name: Crimson Chestplate                   |price: 353125.0                             |uuid: 89932eb1297c40c9921eed61d7916fe2     |attributes_found: [('Mana Regeneration', 'V', 5)]      |
item_name: Aurora Chestplate                    |price: 353125.0                             |uuid: 7c2860038a534a138d280a549eec58fa     |attributes_found: [('Mana Regeneration', 'V', 5)]      |
item_name: Terror Chestplate                    |price: 356250.0                             |uuid: c6ca320f47f8449c8f5535c5f77eab90     |attributes_found: [('Mana Regeneration', 'V', 5)]      |
item_name: Fervor Chestplate                    |price: 362500.0                             |uuid: 91e7db2e320e4712ad47ab474a500b51     |attributes_found: [('Mana Regeneration', 'IV', 4)]     |
item_name: Crimson Chestplate                   |price: 362500.0                             |uuid: 766f6963c186499796e8e27305f4a503     |attributes_found: [('Mana Regeneration', 'IV', 4)]     |
item_name: Fervor Chestplate                    |price: 362500.0                             |uuid: 0c194d0920ba41a99e7fef44b8ad0c30     |attributes_found: [('Mana Regeneration', 'IV', 4)]     |
item_name: Aurora Chestplate                    |price: 368750.0                             |uuid: 45ef51191b7a433194e41bf36abd9cfa     |attributes_found: [('Mana Regeneration', 'V', 5)]      |
item_name: Crimson Chestplate                   |price: 375000.0                             |uuid: 2c053685da464622a5b136ccf1f253be     |attributes_found: [('Mana Regeneration', 'III', 3)]    |
item_name: Aurora Chestplate                    |price: 387500.0                             |uuid: d632de2379fb4039a48f21b9d8491df6     |attributes_found: [('Mana Regeneration', 'II', 2)]     |
item_name: Aurora Chestplate                    |price: 400000.0                             |uuid: a9ee6efd0f1e45108388204557c85d64     |attributes_found: [('Mana Regeneration', 'II', 2)]     |
item_name: Fervor Chestplate                    |price: 437500.0                             |uuid: 2ee87ca6e9ec4cdbb17a12f517ec593a     |attributes_found: [('Mana Regeneration', 'IV', 4)]     |
item_name: Crimson Chestplate                   |price: 437500.0                             |uuid: 509bca84c1fb471185a5b2b64207556e     |attributes_found: [('Mana Regeneration', 'III', 3)]    |
item_name: Aurora Chestplate                    |price: 468750.0                             |uuid: dc473a4e484f4854894719ca802a74c4     |attributes_found: [('Mana Regeneration', 'IV', 4)]     |
item_name: Aurora Chestplate                    |price: 475000.0                             |uuid: 2d3e63315ad74db8b72405cffbfa4789     |attributes_found: [('Mana Regeneration', 'IV', 4)]     |
item_name: Aurora Chestplate                    |price: 486111.0625                          |uuid: ea5a29b3b29c43169f28abe785ca2a95     |attributes_found: [('Mana Regeneration', 'V', 5)]      |
item_name: Terror Chestplate                    |price: 499999.5                             |uuid: 53475ef695a5411fb222d2e2898f3ec2     |attributes_found: [('Mana Regeneration', 'II', 2)]     |
item_name: Fervor Chestplate                    |price: 500000.0                             |uuid: e73fb28b6333403eb058aaa88de68a76     |attributes_found: [('Mana Regeneration', 'III', 3)]    |
item_name: Crimson Chestplate                   |price: 500000.0                             |uuid: aaa35704e20b41aaa18e6495c4d87c3b     |attributes_found: [('Mana Regeneration', 'II', 2)]     |
item_name: Hollow Chestplate                    |price: 500000.0                             |uuid: 0f478b20d47c4b9fbcc6edfa65a3a561     |attributes_found: [('Mana Regeneration', 'IV', 4)]     |
item_name: Terror Chestplate                    |price: 500000.0                             |uuid: fe7ff6ebea0b45bbae096c3f85a448ce     |attributes_found: [('Mana Regeneration', 'II', 2)]     |
item_name: Aurora Chestplate                    |price: 500000.0                             |uuid: 5c255d3daa3b4de79437fe46fa70d246     |attributes_found: [('Mana Regeneration', 'IV', 4)]     |
item_name: Crimson Chestplate                   |price: 500000.0                             |uuid: 99567c6a49b4407ab62cb2f497c1be67     |attributes_found: [('Mana Regeneration', 'III', 3)]    |
item_name: Crimson Chestplate                   |price: 500000.0                             |uuid: 9c819d265f4041bbbca16408d8284386     |attributes_found: [('Mana Regeneration', 'III', 3)]    |
item_name: Terror Chestplate                    |price: 500000.0                             |uuid: 88e49241eb7040eaaeba12f1b6ecb810     |attributes_found: [('Mana Regeneration', 'II', 2)]     |
item_name: Terror Chestplate                    |price: 500000.0                             |uuid: 993465e1cd9b457896b1dad0d890528e     |attributes_found: [('Mana Regeneration', 'II', 2)]     |
item_name: Aurora Chestplate                    |price: 500000.0                             |uuid: 0f63a70f84f8457983512a0a47c49917     |attributes_found: [('Mana Regeneration', 'IV', 4)]     |
item_name: Aurora Chestplate                    |price: 500000.0                             |uuid: 7f5047bee6ae4603a6f8ebd7787b16d4     |attributes_found: [('Mana Regeneration', 'V', 5)]      |
item_name: Aurora Chestplate                    |price: 507812.5                             |uuid: ef24dd6219de416e9f43bb3976fb1ab1     |attributes_found: [('Mana Regeneration', 'VIII', 8)]   |
item_name: Hollow Chestplate                    |price: 524999.875                           |uuid: 7f8e3a73f5b34c9e9e112cb562e3a04d     |attributes_found: [('Mana Regeneration', 'IV', 4)]     |
item_name: Aurora Chestplate                    |price: 531250.0                             |uuid: 21d1d99b446b496eafd7c4b82850f615     |attributes_found: [('Mana Regeneration', 'V', 5)]      |
item_name: Hollow Chestplate                    |price: 546875.0                             |uuid: 21f49d3edfcd4261be9d754d9fd83959     |attributes_found: [('Mana Regeneration', 'VIII', 8)]   |
item_name: Aurora Chestplate                    |price: 550000.0                             |uuid: e2affaeaf0a34a3ea067940a01fc1101     |attributes_found: [('Mana Regeneration', 'II', 2)]     |
item_name: Aurora Chestplate                    |price: 552250.0                             |uuid: c1de0af727cf4f6cbdcce982301dbef3     |attributes_found: [('Mana Regeneration', 'III', 3)]    |
item_name: Aurora Chestplate                    |price: 562500.0                             |uuid: 03a35f676f474b44ae1a4c5b35fe6758     |attributes_found: [('Mana Regeneration', 'V', 5)]      |
item_name: Hollow Chestplate                    |price: 562500.0                             |uuid: 5e746ae043a947f4be47dd1a325e9d80     |attributes_found: [('Mana Regeneration', 'IV', 4)]     |
item_name: Aurora Chestplate                    |price: 562500.0                             |uuid: 6de59165130b409e8024e1efce03cedb     |attributes_found: [('Mana Regeneration', 'IV', 4)]     |
item_name: Terror Chestplate                    |price: 595000.0                             |uuid: beec447008ff48cbbcb87d2a3657de79     |attributes_found: [('Mana Regeneration', 'IV', 4)]     |
item_name: Hollow Chestplate                    |price: 600000.0                             |uuid: 7e5700ae4b634e8b9a6c8f0a955490a5     |attributes_found: [('Mana Regeneration', 'I', 1)]      |
item_name: Terror Chestplate                    |price: 600000.0                             |uuid: 885672fa48d04118b2841682e0d93fde     |attributes_found: [('Mana Regeneration', 'II', 2)]     |
item_name: Aurora Chestplate                    |price: 606250.0                             |uuid: 901490efa8f141b78c615a0c44871bf9     |attributes_found: [('Mana Regeneration', 'IV', 4)]     |
item_name: Aurora Chestplate                    |price: 624875.0                             |uuid: bac037fd49b74eedab8aac3ab5ae94cc     |attributes_found: [('Mana Regeneration', 'IV', 4)]     |
item_name: Terror Chestplate                    |price: 625000.0                             |uuid: 5fcaaa181a6242fead6d4c9b3618b707     |attributes_found: [('Mana Regeneration', 'IV', 4)]     |
item_name: Terror Chestplate                    |price: 625000.0                             |uuid: f985327736d742109bb5f19871f420db     |attributes_found: [('Mana Regeneration', 'IV', 4)]     |
item_name: Aurora Chestplate                    |price: 625000.0                             |uuid: d360c9f9b7bb422ea62de13497d9e3c7     |attributes_found: [('Mana Regeneration', 'IV', 4)]     |
item_name: Aurora Chestplate                    |price: 625000.0                             |uuid: 702eb0b0a2f046f7928bda9badc61939     |attributes_found: [('Mana Regeneration', 'III', 3)]    |
item_name: Crimson Chestplate                   |price: 625000.0                             |uuid: 107d95984a68447288a63ebe325f678f     |attributes_found: [('Mana Regeneration', 'IV', 4)]     |
item_name: Fervor Chestplate                    |price: 650000.0                             |uuid: 7b6bc983f5f34026a726c25685ab9ff9     |attributes_found: [('Mana Regeneration', 'IV', 4)]     |
item_name: Terror Chestplate                    |price: 687500.0                             |uuid: 96a7cfcbd6c040a69dc7744ff0ed5b51     |attributes_found: [('Mana Regeneration', 'IV', 4)]     |
item_name: Terror Chestplate                    |price: 700000.0                             |uuid: b020ebe95a6d4e3cb2fe9b220f491323     |attributes_found: [('Mana Regeneration', 'II', 2)]     |
item_name: Aurora Chestplate                    |price: 749750.0                             |uuid: b7d33a15bf7d4618880b541657b65194     |attributes_found: [('Mana Regeneration', 'III', 3)]    |
item_name: Crimson Chestplate                   |price: 750000.0                             |uuid: 16d6da9432a14120912ac077a340e02f     |attributes_found: [('Mana Regeneration', 'II', 2)]     |
item_name: Hollow Chestplate                    |price: 750000.0                             |uuid: dddd5066e7dc4eb59267ddb6101800b7     |attributes_found: [('Mana Regeneration', 'I', 1)]      |
item_name: Crimson Chestplate                   |price: 750000.0                             |uuid: 742286a855ea4642bb4e470f14b374b2     |attributes_found: [('Mana Regeneration', 'V', 5)]      |
item_name: Terror Chestplate                    |price: 750000.0                             |uuid: 9ebbfd92d4f74e41b5ad72ccacd461ba     |attributes_found: [('Mana Regeneration', 'III', 3)]    |
item_name: Hollow Chestplate                    |price: 750000.0                             |uuid: d45f90616d9c489cb3aeb5292268ed43     |attributes_found: [('Mana Regeneration', 'III', 3)]    |
item_name: Terror Chestplate                    |price: 750000.0                             |uuid: 174bceafe69f4b41af6547d2ef8468c1     |attributes_found: [('Mana Regeneration', 'III', 3)]    |
item_name: Terror Chestplate                    |price: 750000.0                             |uuid: 2d92209a5f004562867a83f2b91f2f79     |attributes_found: [('Mana Regeneration', 'II', 2)]     |
item_name: Fervor Chestplate                    |price: 750000.0                             |uuid: b5dec7daba8e4487b0b7048097ef29b2     |attributes_found: [('Mana Regeneration', 'III', 3)]    |
item_name: Fervor Chestplate                    |price: 750000.0                             |uuid: bd18e5b1515d432b9d8c783d4acfde85     |attributes_found: [('Mana Regeneration', 'IV', 4)]     |
item_name: Crimson Chestplate                   |price: 800000.0                             |uuid: 1ba106609b3645d4a886cd7bf1ee2e8f     |attributes_found: [('Mana Regeneration', 'I', 1)]      |
item_name: Terror Chestplate                    |price: 800000.0                             |uuid: 94625ca24072461d96294b55f55a94b3     |attributes_found: [('Mana Regeneration', 'II', 2)]     |
item_name: Aurora Chestplate                    |price: 800000.0                             |uuid: fbc6819dcace477ca8b9bdac2ad8bec4     |attributes_found: [('Mana Regeneration', 'II', 2)]     |
item_name: Terror Chestplate                    |price: 812500.0                             |uuid: d1ba100475dd4d44b7ef6b1921ce47d9     |attributes_found: [('Mana Regeneration', 'IV', 4)]     |
item_name: Aurora Chestplate                    |price: 835000.0                             |uuid: 33ddbb17430b47e8b056f1ee3ecf7a17     |attributes_found: [('Mana Regeneration', 'III', 3)]    |
item_name: Aurora Chestplate                    |price: 835000.0                             |uuid: 246dcf092eab4061ba843335306d8be9     |attributes_found: [('Mana Regeneration', 'III', 3)]    |
item_name: Crimson Chestplate                   |price: 837500.0                             |uuid: 02421e758b4e4f8eb352768b43e8b0f1     |attributes_found: [('Mana Regeneration', 'IV', 4)]     |
item_name: Fervor Chestplate                    |price: 850000.0                             |uuid: d9770131567d4dc196c4475c5279bdc8     |attributes_found: [('Mana Regeneration', 'II', 2)]     |
item_name: Terror Chestplate                    |price: 850000.0                             |uuid: 9b67aea6592d48768b33a3482a9b7ccc     |attributes_found: [('Mana Regeneration', 'I', 1)]      |
item_name: Fervor Chestplate                    |price: 850000.0                             |uuid: 70a2f54476c447679b1c89938d4340fd     |attributes_found: [('Mana Regeneration', 'II', 2)]     |
item_name: Aurora Chestplate                    |price: 850000.0                             |uuid: 2281a49a9dd541d8a86fac6bf6fac7e6     |attributes_found: [('Mana Regeneration', 'IV', 4)]     |
item_name: Aurora Chestplate                    |price: 850000.0                             |uuid: 2e24b8a6dd0a4089a34e8fa33fe69589     |attributes_found: [('Mana Regeneration', 'III', 3)]    |
item_name: Hollow Chestplate                    |price: 875000.0                             |uuid: 8f88c7961fb942cebf3dd55d3d3f2366     |attributes_found: [('Mana Regeneration', 'IV', 4)]     |
item_name: Aurora Chestplate                    |price: 875000.0                             |uuid: 8d157c4227304639a2f94d69f249ee05     |attributes_found: [('Mana Regeneration', 'III', 3)]    |
item_name: Aurora Chestplate                    |price: 890000.0                             |uuid: 3f97450f8a284334a9291d3432bca8fe     |attributes_found: [('Mana Regeneration', 'I', 1)]      |
item_name: Fervor Chestplate                    |price: 895000.0                             |uuid: dab7351c28d845b1aac9ea67e0f73478     |attributes_found: [('Mana Regeneration', 'II', 2)]     |
item_name: Hollow Chestplate                    |price: 900000.0                             |uuid: 0f46f1761f034578906e218fb6c0f926     |attributes_found: [('Mana Regeneration', 'I', 1)]      |
item_name: Aurora Chestplate                    |price: 900000.0                             |uuid: c6c79f51fade48fa918a5975487cf3a3     |attributes_found: [('Mana Regeneration', 'II', 2)]     |
item_name: Aurora Chestplate                    |price: 937500.0                             |uuid: 56a5c442ce134f4dbc0c45dd40644858     |attributes_found: [('Mana Regeneration', 'V', 5)]      |
item_name: Hollow Chestplate                    |price: 975000.0                             |uuid: dab9b13049624b5088d37d03c4ebe845     |attributes_found: [('Mana Regeneration', 'II', 2)]     |
item_name: Terror Chestplate                    |price: 995000.0                             |uuid: e133d6538e834f4ca8340d58d8849ddf     |attributes_found: [('Mana Regeneration', 'II', 2)]     |
item_name: Fervor Chestplate                    |price: 999999.75                            |uuid: 4b1bac4258bb4768bd21726b581fe378     |attributes_found: [('Mana Regeneration', 'III', 3)]    |
item_name: Aurora Chestplate                    |price: 999999.875                           |uuid: e08a17ce0b2749f4846564ac6e9fdb28     |attributes_found: [('Mana Regeneration', 'IV', 4)]     |
item_name: Aurora Chestplate                    |price: 1000000.0                            |uuid: 5af04574ca3c4ffda7f1e8099287d160     |attributes_found: [('Mana Regeneration', 'II', 2)]     |
item_name: Fervor Chestplate                    |price: 1000000.0                            |uuid: 1c8731ef06664ef28f20c41f282b378a     |attributes_found: [('Mana Regeneration', 'III', 3)]    |
item_name: Crimson Chestplate                   |price: 1000000.0                            |uuid: 2c96c906bfd84c51bb230968b168caa2     |attributes_found: [('Mana Regeneration', 'IV', 4)]     |
item_name: Crimson Chestplate                   |price: 1000000.0                            |uuid: bc5d75533ae84c1d97f789a06148bcca     |attributes_found: [('Mana Regeneration', 'II', 2)]     |
item_name: Aurora Chestplate                    |price: 1000000.0                            |uuid: 0062c0ee07204bbcb1c5b567f4ba270c     |attributes_found: [('Mana Regeneration', 'III', 3)]    |
item_name: Aurora Chestplate                    |price: 1000000.0                            |uuid: f2d97c327205402f81deac51f8061c9c     |attributes_found: [('Mana Regeneration', 'IV', 4)]     |
item_name: Aurora Chestplate                    |price: 1000000.0                            |uuid: 4482c557e30b4245a61e696930009be7     |attributes_found: [('Mana Regeneration', 'II', 2)]     |
item_name: Aurora Chestplate                    |price: 1000000.0                            |uuid: 421f4a2b7a414f51b8b43f28c4a12eeb     |attributes_found: [('Mana Regeneration', 'III', 3)]    |
item_name: Terror Chestplate                    |price: 1000000.0                            |uuid: f8ccf717f2ba46679ba40392dd32a79d     |attributes_found: [('Mana Regeneration', 'III', 3)]    |
item_name: Aurora Chestplate                    |price: 1000000.0                            |uuid: fb48ea093b7344efa2f7605c9fab0c51     |attributes_found: [('Mana Regeneration', 'II', 2)]     |
item_name: Hyper Terror Chestplate              |price: 1000000.0                            |uuid: 3e0c07aff52a4fd79408640d7e740e8a     |attributes_found: [('Mana Regeneration', 'II', 2)]     |
item_name: Crimson Chestplate                   |price: 1125000.0                            |uuid: 9ee3c79f623f4cedaf117bdc9983fb5e     |attributes_found: [('Mana Regeneration', 'IV', 4)]     |
item_name: Aurora Chestplate                    |price: 1125000.0                            |uuid: 9744e65309db4e7b82d6d5f1401c98d9     |attributes_found: [('Mana Regeneration', 'III', 3)]    |
item_name: Terror Chestplate                    |price: 1125000.0                            |uuid: 3a18fc7a17704a74931893e4c803f1e1     |attributes_found: [('Mana Regeneration', 'III', 3)]    |
item_name: Aurora Chestplate                    |price: 1150000.0                            |uuid: ae55b9642a284f68b7ede063aefb8e2b     |attributes_found: [('Mana Regeneration', 'IV', 4)]     |
item_name: Crimson Chestplate                   |price: 1175000.0                            |uuid: 1f20b955b7294c5db5e0b9fbe46102cf     |attributes_found: [('Mana Regeneration', 'III', 3)]    |
item_name: Aurora Chestplate                    |price: 1200000.0                            |uuid: fc9526f25c5f4600b093f3f9e70b1877     |attributes_found: [('Mana Regeneration', 'II', 2)]     |
item_name: Crimson Chestplate                   |price: 1200000.0                            |uuid: 18c93c960f494f43bc75a8013424e417     |attributes_found: [('Mana Regeneration', 'III', 3)]    |
item_name: Crimson Chestplate                   |price: 1247500.0                            |uuid: 9714831523a042d287234b31574992b4     |attributes_found: [('Mana Regeneration', 'III', 3)]    |
item_name: Aurora Chestplate                    |price: 1249750.0                            |uuid: 3301d225e586429ba0d39ef31a943246     |attributes_found: [('Mana Regeneration', 'III', 3)]    |
item_name: Crimson Chestplate                   |price: 1249750.0                            |uuid: b56d20267d4f441ba94fb1b12cf09db8     |attributes_found: [('Mana Regeneration', 'III', 3)]    |
item_name: Crimson Chestplate                   |price: 1249750.0                            |uuid: eb8d77cc4788424993342c7ad0cb5c22     |attributes_found: [('Mana Regeneration', 'III', 3)]    |
item_name: Aurora Chestplate                    |price: 1249750.0                            |uuid: c2e8a8803ea04e31a69c529b63621750     |attributes_found: [('Mana Regeneration', 'III', 3)]    |
item_name: Crimson Chestplate                   |price: 1249999.5                            |uuid: 168e1669a8da41819a2d7ae29ca0be67     |attributes_found: [('Mana Regeneration', 'II', 2)]     |
item_name: Aurora Chestplate                    |price: 1250000.0                            |uuid: 31541fec1cd54c4abf5ac834ff2118ab     |attributes_found: [('Mana Regeneration', 'II', 2)]     |
item_name: Crimson Chestplate                   |price: 1250000.0                            |uuid: 68e72badbe71482eaa98a87c5789de7d     |attributes_found: [('Mana Regeneration', 'II', 2)]     |
item_name: Aurora Chestplate                    |price: 1250000.0                            |uuid: b8d2a6761d8f435b98dd5fc8aac6fc45     |attributes_found: [('Mana Regeneration', 'III', 3)]    |
